1.525724,-0.490269,-0.410393,0.000000, 0.000000, 0.000000, 0.000
1.528765,-0.491794,-0.412486,0.074744, 0.004545, 0.516617, 0.853
1.527450,-0.491236,-0.419240,0.077146, -0.000700, 0.520518, 0.850
1.524156,-0.490686,-0.425638,0.076287, -0.003944, 0.520360, 0.851
1.521015,-0.491115,-0.429540,0.076711, -0.003050, 0.520473, 0.850
1.517239,-0.491888,-0.432045,0.070320, -0.002812, 0.518423, 0.852
1.518409,-0.493999,-0.428268,0.066336, 0.000001, 0.515842, 0.854
1.514100,-0.492516,-0.429899,0.068822, 0.001086, 0.517533, 0.853
1.511418,-0.489552,-0.430512,0.060069, 0.006648, 0.514149, 0.856
1.498399,-0.485957,-0.436485,0.045721, 0.010813, 0.519001, 0.853
1.490739,-0.485319,-0.438799,-0.008862, 0.033850, 0.497536, 0.867
1.482748,-0.483428,-0.440269,-0.032454, 0.056251, 0.474810, 0.878
1.483562,-0.481370,-0.444783,-0.063851, 0.086090, 0.459963, 0.881
1.484432,-0.480069,-0.443295,-0.068845, 0.089865, 0.476799, 0.872
1.481224,-0.473777,-0.435461,-0.072526, 0.086827, 0.476780, 0.872
1.475762,-0.467278,-0.430094,-0.068289, 0.083607, 0.474782, 0.873
1.472057,-0.468320,-0.425077,-0.066640, 0.093387, 0.473584, 0.873
1.471919,-0.471075,-0.423337,-0.072743, 0.089730, 0.488523, 0.865
1.470464,-0.476630,-0.419448,-0.073413, 0.089882, 0.496224, 0.860
1.472722,-0.481552,-0.410285,-0.080559, 0.092696, 0.508578, 0.852
1.473958,-0.483497,-0.405852,-0.084660, 0.098667, 0.530428, 0.838
1.479751,-0.484689,-0.402629,-0.084143, 0.103454, 0.539565, 0.831
1.499032,-0.482807,-0.407051,-0.096451, 0.117806, 0.559358, 0.815
1.515180,-0.480965,-0.413405,-0.099451, 0.121273, 0.580129, 0.799
1.557127,-0.476312,-0.429036,-0.088806, 0.116182, 0.588418, 0.795
1.608864,-0.474985,-0.446537,-0.071165, 0.099362, 0.614767, 0.779
1.663653,-0.477529,-0.466421,-0.049282, 0.091617, 0.629462, 0.770
1.688002,-0.480225,-0.475339,-0.039005, 0.092324, 0.639727, 0.762
1.725507,-0.480625,-0.489130,-0.033537, 0.096716, 0.645278, 0.757
1.743571,-0.478232,-0.497515,-0.029658, 0.102809, 0.658879, 0.745
1.746449,-0.477351,-0.500642,-0.041348, 0.108413, 0.672831, 0.731
1.744975,-0.474175,-0.505733,-0.045877, 0.110997, 0.677138, 0.726
1.736123,-0.468829,-0.506281,-0.057765, 0.108141, 0.678105, 0.725
1.719115,-0.464698,-0.499603,-0.064204, 0.096802, 0.684615, 0.720
1.707298,-0.463097,-0.491490,-0.071463, 0.092705, 0.684096, 0.720
1.686497,-0.460887,-0.479206,-0.076944, 0.097285, 0.674307, 0.728
1.663018,-0.455476,-0.461979,-0.082495, 0.081427, 0.687182, 0.717
1.650492,-0.452190,-0.452626,-0.086914, 0.080503, 0.676681, 0.727
1.625254,-0.444332,-0.435176,-0.083493, 0.080323, 0.671976, 0.731
1.604234,-0.439016,-0.421151,-0.077957, 0.082526, 0.660486, 0.742
1.595348,-0.437205,-0.414147,-0.079767, 0.076572, 0.659049, 0.744
1.583361,-0.434192,-0.401934,-0.082517, 0.075296, 0.657304, 0.745
1.576936,-0.430812,-0.392621,-0.087444, 0.077472, 0.649381, 0.751
1.571476,-0.427626,-0.384841,-0.075258, 0.076869, 0.645856, 0.756
1.570177,-0.427548,-0.381027,-0.068944, 0.074094, 0.640923, 0.761
1.567964,-0.429629,-0.375923,-0.067999, 0.070396, 0.641776, 0.761
1.568435,-0.431168,-0.374376,-0.067017, 0.074251, 0.642011, 0.760
1.568845,-0.430113,-0.373045,-0.067063, 0.078565, 0.642421, 0.759
1.565573,-0.423060,-0.370171,-0.065384, 0.083502, 0.645686, 0.756
1.555347,-0.410635,-0.367066,-0.064938, 0.083608, 0.644833, 0.757
1.536365,-0.398198,-0.371370,-0.050343, 0.086210, 0.650612, 0.753
1.522246,-0.391889,-0.374465,-0.043925, 0.071547, 0.661858, 0.745
1.483648,-0.380446,-0.381566,-0.038516, 0.067963, 0.669314, 0.739
1.431244,-0.377156,-0.400792,-0.021085, 0.068423, 0.675530, 0.734
1.400952,-0.379571,-0.411721,-0.013981, 0.054823, 0.699515, 0.712
1.332362,-0.390684,-0.434598,-0.015716, 0.051212, 0.703725, 0.708
1.258868,-0.411409,-0.464526,-0.041521, 0.072083, 0.691725, 0.717
1.187974,-0.428847,-0.488254,-0.062349, 0.075817, 0.694016, 0.713
1.154445,-0.434618,-0.494538,-0.072343, 0.079044, 0.701345, 0.705
1.090785,-0.443281,-0.500067,-0.075808, 0.085486, 0.704913, 0.700
1.038485,-0.446281,-0.500813,-0.095061, 0.096877, 0.711183, 0.690
