1.619227,-1.192642,1.164275,0.004324, 0.016417, 0.997826, -0.064
1.619055,-1.192670,1.164603,0.004415, 0.016390, 0.997828, -0.064
1.619394,-1.192471,1.165064,0.004322, 0.016523, 0.997824, -0.064
1.619416,-1.192518,1.165103,0.004478, 0.016522, 0.997821, -0.064
1.619533,-1.192434,1.165053,0.004435, 0.016397, 0.997823, -0.064
1.619426,-1.192383,1.164943,0.004450, 0.016401, 0.997822, -0.064
1.618998,-1.192557,1.164381,0.004386, 0.016454, 0.997822, -0.064
1.619240,-1.192388,1.164441,0.004212, 0.016435, 0.997821, -0.064
1.619475,-1.192861,1.164898,0.004371, 0.016428, 0.997820, -0.064
1.619775,-1.192721,1.166356,0.004358, 0.016386, 0.997823, -0.064
1.619471,-1.192464,1.166062,0.004368, 0.016497, 0.997820, -0.064
1.619539,-1.192898,1.166362,0.004338, 0.016590, 0.997818, -0.064
1.619821,-1.192815,1.166231,0.004322, 0.016534, 0.997820, -0.064
1.619461,-1.192649,1.166200,0.004397, 0.016427, 0.997823, -0.064
1.620029,-1.193091,1.167566,0.004244, 0.016528, 0.997819, -0.064
1.620413,-1.192901,1.167918,0.004365, 0.016474, 0.997822, -0.064
1.619509,-1.192861,1.166360,0.004436, 0.016467, 0.997823, -0.064
1.619637,-1.192626,1.166570,0.004147, 0.016448, 0.997824, -0.064
1.619443,-1.192679,1.165701,0.004289, 0.016439, 0.997826, -0.064
1.619350,-1.192644,1.165285,0.004339, 0.016447, 0.997825, -0.064
1.619479,-1.192738,1.165212,0.004346, 0.016432, 0.997825, -0.064
1.619201,-1.192484,1.164944,0.004416, 0.016416, 0.997827, -0.064
1.619352,-1.192616,1.165125,0.004386, 0.016432, 0.997828, -0.064
1.619430,-1.192641,1.165326,0.004478, 0.016330, 0.997827, -0.064
1.619285,-1.192431,1.165259,0.004484, 0.016329, 0.997826, -0.064
1.619147,-1.192577,1.164219,0.004340, 0.016374, 0.997825, -0.064
1.619115,-1.192841,1.164128,0.004409, 0.016272, 0.997827, -0.064
1.619029,-1.193242,1.163482,0.004365, 0.016282, 0.997825, -0.064
1.618722,-1.192033,1.162560,0.004179, 0.016364, 0.997826, -0.064
1.617088,-1.191564,1.161615,0.004274, 0.016464, 0.997829, -0.064
1.610592,-1.191029,1.161478,0.003977, 0.017331, 0.997611, -0.067
1.616757,-1.188904,1.163872,0.006142, 0.017586, 0.994386, -0.104
1.629043,-1.180276,1.165941,0.030525, 0.019579, 0.994165, -0.102
1.657882,-1.134917,1.174393,0.062404, 0.022735, 0.995489, -0.068
1.676891,-1.070270,1.179230,0.034793, 0.081976, 0.996020, -0.004
1.687328,-1.037015,1.176755,-0.013546, 0.150771, 0.988409, -0.011
1.699941,-0.973314,1.165868,-0.012473, 0.159779, 0.986975, 0.014
1.712600,-0.913238,1.149712,-0.028192, 0.190731, 0.980277, 0.043
1.716432,-0.882045,1.145338,-0.041561, 0.206544, 0.974673, 0.075
1.726899,-0.823377,1.141349,-0.048757, 0.206300, 0.974339, 0.076
